id,location_type,description,work_request_approval_profile,owning_org,building,room,position,country,address_1,address_2,address_3,cross_street,city,suburb,state,location_class,main_contact,maintenance_manager,planner,cost_center,rcm_system,service_condition,duty_cycle,backlog_group,run_to_failure,breaker,runtime_source,tag_number,site_location,point_id,service_area,latitude,longitude,criticality_reason,gis_id,connected_to_location_id,water_asset_category,land_asset_status,land_ownership_number,take_over_date,take_over_date_source_qt11,take_over_date_source_ccc,land_area_acre,plan_certified_number,plan_as_built_number,quit_rent_bill_number,quit_rent_bill_payment_date,assessment_bill_number,assessment_bill_payment_date,lease_expired_date,remarks,submitted_datetime,created_date,modified_date,current_rate_of_quit_rent,Bo,asset_criticality,current_rate_Of_assesment,environmental_rating,locatin_disposition,main_contact_name,maintenance_manager_nam,parent_loc_or_org,parent_location_name,plan_pre_computation_number,planner_name,postal
b72dd91a-d680-4d01-b130-430c0f6d244c,ASSET-LOCATION,SUNGAI SEMENYIH WTP-BUILDING-RESERVOIR-BR BYPASS LINE 6 OUTLET BUTTERFLY VALVE ACTUATOR B15,CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",LOJI PEMBERSIHAN AIR SG SEMENYIH,LEBUH WADI EHSAN,PRESINT 19,"",PUTRAJAYA,"",PJY,"",788707152593,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2081.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.901860,101.688086,"",WTPSE01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:04.455468+00,2021-01-26 14:45:04.455497+00,2021-01-26 14:45:04.455508+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",813164726657,"","","",62200
fd3703ef-0fbf-4756-bfc1-d8ce0c88ba1e,ASSET-LOCATION,SUNGAI SEMENYIH WTP-BUILDING-RESERVOIR-BR INLET BUTTERFLY VALVE ACTUATOR B01,CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",LOJI PEMBERSIHAN AIR SG SEMENYIH,LEBUH WADI EHSAN,PRESINT 19,"",PUTRAJAYA,"",PJY,"",788707152593,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2081.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.901860,101.688086,"",WTPSE01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:04.676297+00,2021-01-26 14:45:04.67634+00,2021-01-26 14:45:04.676351+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",813164726657,"","","",62200
9df201cc-c0d9-4486-b0a3-1b37599357f2,ASSET-LOCATION,SUNGAI SEMENYIH WTP-BUILDING-RESERVOIR-BR INLET BUTTERFLY VALVE ACTUATOR B03,CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",LOJI PEMBERSIHAN AIR SG SEMENYIH,LEBUH WADI EHSAN,PRESINT 19,"",PUTRAJAYA,"",PJY,"",788707152593,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2081.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.901860,101.688086,"",WTPSE01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:05.19077+00,2021-01-26 14:45:05.190797+00,2021-01-26 14:45:05.190808+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",813164726657,"","","",62200
3a001d7f-8054-4ff8-82d9-ef3e2dd09397,ASSET-LOCATION,BUKIT TAMPOI OLD WTP-BUILDING-RESERVOIR-OUTLET VALVE 1 (1MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:05.931234+00,2021-01-26 14:45:05.931261+00,2021-01-26 14:45:05.931272+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",522185426386,"","","",43800
e3173024-9adc-4efe-a0a6-15bc7fcdd27b,ASSET-LOCATION,BUKIT TAMPOI OLD WTP-BUILDING-RESERVOIR-OUTLET VALVE 4 (1MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:06.414142+00,2021-01-26 14:45:06.41417+00,2021-01-26 14:45:06.414181+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",522185426386,"","","",43800
1a72db54-78ab-436d-b82f-88e00e879ef5,ASSET-LOCATION,BUKIT TAMPOI NEW WTP-BUILDING-RESERVOIR-SCOUR VALVE (2MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:06.834747+00,2021-01-26 14:45:06.834774+00,2021-01-26 14:45:06.834784+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",55564823094,"","","",43800
fc98e827-4477-4e2b-8e22-9e227b61c371,ASSET-LOCATION,SUNGAI SEMENYIH WTP-BUILDING-RESERVOIR-BR 415V SUBSWITCHBOARD 100A,CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",LOJI PEMBERSIHAN AIR SG SEMENYIH,LEBUH WADI EHSAN,PRESINT 19,"",PUTRAJAYA,"",PJY,"",788707152593,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2081.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.901860,101.688086,"",WTPSE01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:05.615252+00,2021-01-26 14:45:05.615279+00,2021-01-26 14:45:05.61529+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",813164726657,"","","",62200
e364a2fd-1880-4704-9f12-27cf7b93fc0d,ASSET-LOCATION,BUKIT TAMPOI OLD WTP-BUILDING-RESERVOIR-OUTLET VALVE 2 (1MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:06.104872+00,2021-01-26 14:45:06.104898+00,2021-01-26 14:45:06.104909+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",522185426386,"","","",43800
aedcdbf9-0b8d-40cb-8d87-2019555b0a40,ASSET-LOCATION,BUKIT TAMPOI NEW WTP-BUILDING-RESERVOIR-BR 2 (2MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:06.694484+00,2021-01-26 14:45:06.694512+00,2021-01-26 14:45:06.694523+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",55564823094,"","","",43800
bef3d352-9886-4175-a7df-6e954645f663,ASSET-LOCATION,BUKIT TAMPOI NEW WTP-BUILDING-RESERVOIR-INLET VALVE 1 (2MG),CM-WR-PD-WTP-S,PD-S,RESERVOIR,"","","",BUKIT TAMPOI WATER TREATMENT PLANT,"","","",DENGKIL,"",SGR,"",985655499862,ES-P-WTP-S-MM4,ES-PROD-S-P5,101.3440.2011.000.000.000,"","","","",W1NO,"","","","","",SOUTH,2.844315,101.676064,"",WTPKT01,"","","","",,,,"","","","",,"","",,"",2021-01-26 14:45:07.131442+00,2021-01-26 14:45:07.131472+00,2021-01-26 14:45:07.131483+00,"",W1-PlantAssetLocation,04,"","",W1AC,"","",55564823094,"","","",43800
